,"Manufacturer","Model","Weight.oz","Dim.1.in","Dim.2.in","Dim.3.in","Talk.hr","Standby.hr","Volume.in3","Composite","Years"
"1396","Sony","Ericsson Xperia X10 mini pro (2010)",4.2,3.5,2,0.7,3.5,360,4.9,41.4835164835,2010.4438356164
"1406","ZTE","MSGM8 II",3.65,4.2,2.4,0.54,5,250,5.4432,30.2423789205,2010.4438356164
"1407","Motorola","Flipout",4.23,2.64,2.64,0.67,4.6,377,4.669632,44.9456786528,2010.4438356164
"1414","Samsung","Vibrant (Galaxy S)",4.16,4.82,2.54,0.39,6.5,432,4.774692,51.9883617701,2010.4520547945
"1383","ZTE","TXTM8 3G",3.58,4.5,2.36,0.55,5.5,330,5.841,37.9471393695,2010.4547945206
"1403","Samsung","Acclaim SCH-R880",4.93,4.49,2.32,0.6,8,450,6.25008,43.8279511417,2010.4547945206
"1382","ZTE","CAPTR II / A210",2.8,3.5,1.8,0.7,5,250,4.41,38.1414701803,2010.4712328767
"1408","Samsung","Continuum (Galaxy S)",4.25,4.94,2.28,0.48,7,312,5.406336,35.9349550388,2010.4739726027
"1410","Samsung","Suede",3.32,4.44,2.19,0.5,5,400,4.8618,51.9445598768,2010.4739726027
"1411","Nokia","E5-00",4.44,4.53,2.32,0.5,4.8,552,5.2548,59.4132937245,2010.4739726027
"1412","Samsung","Messager III / R570",3.7,4.59,2.11,0.59,5,250,5.714091,29.2115298227,2010.4739726027
"1389","Kyocera","Rio E3100",3.17,4.13,2.2,0.5,5.5,336,4.543,47.1282250745,2010.4767123288
"1350","ZTE","Salute",3.95,4,2,0.55,4,220,4.4,28.7425149701,2010.4904109589
"1438","Motorola","Droid 2",5.96,4.58,2.38,0.54,9.6,315,5.886216,30.6426963682,2010.4904109589
"1417","Samsung","M360",3.6,3.9,1.9,0.7,6.2,254,5.187,32.4342779105,2010.495890411
"1394","Samsung","Freeform II",3.81,4.13,2.12,0.59,5,550,5.165804,64.0611136339,2010.501369863
"1413","LG","Optimus S / Optimus U / Optimus V",4.6,4.47,2.32,0.52,5,1500,5.392608,152.6128113902,2010.5123287671
"1395","Samsung","SGH-A187",3.1,4.33,2.28,0.47,6,300,4.640028,42.6355046778,2010.5150684932
"1420","Alcatel","Sparq",3.85,4.29,2.01,0.65,11,500,5.604885,58.6998149634,2010.5150684932
"1425","Motorola","i886",4.98,4.58,2.01,0.73,4.1,120,6.720234,12.0083068424,2010.5205479452
"1393","BlackBerry","Curve 3G 9300",3.7,4.29,2.36,0.55,5.5,348,5.56842,40.5139171509,2010.5506849315
"1421","HTC","Wildfire (CDMA)",4.06,4.6,2.4,0.47,6.7,13,5.1888,5.0276792665,2010.5534246575
"1422","Samsung","SGH-T249",3.2,3.94,1.93,0.59,4.5,312,4.486478,43.5179805367,2010.5561643836
"1428","Huawei","Ascend",4.76,4.57,2.44,0.55,5,250,6.13294,25.2457096064,2010.5561643836
"1429","Sanyo","Innuendo",3.8,4.1,2.2,0.6,4.5,820,5.412,91.4567954842,2010.5671232877
"1360","Samsung","Craft SCH-R900",5.29,4.5,2.2,0.6,6,200,5.94,20.4808548531,2010.5753424658
"1451","Motorola","Flipside",5.11,4.31,2.26,0.59,5.3,288,5.746954,28.9676091471,2010.5780821918
"1424","BlackBerry","Torch 9800",5.68,4.37,2.44,0.57,5.8,312,6.077796,29.0020340547,2010.5890410959
"1434","Nokia","C3-01 Touch and Type",3.52,4.37,1.87,0.43,4,440,3.513917,65.3974165461,2010.5917808219
"1426","Samsung","Focus",4.23,4.92,2.54,0.4,6.5,240,4.99872,29.5273884136,2010.594520548
"1436","Nokia","C6-01",4.62,4.09,2.07,0.55,4.8,380,4.656465,43.551072526,2010.594520548
"1418","HTC","Surround",6.02,4.72,2.44,0.54,4,264,6.219072,23.2043736649,2010.597260274
"1401","Samsung","SGH-A197",2.7,3.78,1.85,0.75,6,300,5.24475,41.5368639668,2010.6082191781
"1453","LG","Optimus T",4.48,4.46,2.32,0.52,5,450,5.380544,48.171784437,2010.6082191781
"1474","LG","Optimus M / Optimus C",5.39,4.57,2.22,0.62,7.5,337,6.290148,32.0629498873,2010.6109589041
"1423","Samsung","Transform",5.37,4.61,2.42,0.61,6,350,6.805282,31.2107760625,2010.6246575343
"1470","LG","Vortex",4.44,4.47,2.32,0.52,7.5,500,5.392608,54.6650491914,2010.6246575343
"1392","Samsung","Evergreen",4.48,4.57,2.13,0.59,5,240,5.743119,25.9216389832,2010.6273972603
"1400","Samsung","Solstice II",3.35,4.29,2.13,0.47,5,250,4.294719,35.9725452302,2010.6301369863
"1430","LG","Cosmos Touch / Attune / Beacon",4.04,4.05,2.08,0.65,6,480,5.4756,53.5961999243,2010.6301369863
"1441","Nokia","Astound / C7-00",4.59,4.62,2.24,0.41,5.3,656,4.243008,77.2669967015,2010.6328767123
"1455","Motorola","Citrus",3.88,4.09,2.32,0.59,6.3,300,5.598392,34.9742867778,2010.6328767123
"1442","Sanyo","Vero",3.4,3.78,2.05,0.63,5.2,840,4.88187,104.5657562845,2010.6438356164
"1427","HTC","G2",6.5,4.68,2.37,0.55,6.5,420,6.10038,35.911615364,2010.6465753425
"1435","LG","Genesis",6,4.72,2.43,0.66,2.5,420,7.569936,31.8719262935,2010.701369863
"1454","Motorola","Droid Pro",4.73,4.69,2.36,0.46,7.2,320,5.091464,36.2471419739,2010.704109589
"1542","Motorola","XPRT",5.1,4.74,2.4,0.51,9,380,5.80176,38.9845309381,2010.704109589
"1479","HTC","Freestyle",4.52,4.2,2.2,0.49,7.1,384,4.5276,46.3658870861,2010.7095890411
"1437","Huawei","Comet",3.6,4.09,2.16,0.54,9,288,4.770576,39.7822085362,2010.7260273973
"1449","HTC","myTouch 4G",5,4.8,2.44,0.43,6,288,5.03616,31.6854255014,2010.7287671233
"1448","BlackBerry","Style 9670",4.6,3.8,2.4,0.7,4.5,1150,6.384,106.7461762564,2010.7315068493
"1457","Motorola","Droid 2 Global",6.1,4.58,2.38,0.54,8.3,230,5.886216,22.6510184699,2010.7424657534
"1462","BlackBerry","Bold 9780",4.2,4.29,2.36,0.56,6,408,5.669664,44.3784104504,2010.7479452055
"1450","Nokia","X2-01",3.79,4.7,2.35,0.56,4.5,504,6.1852,52.7808966236,2010.7561643836
"1458","HTC","HD7 / HD7S",5.71,4.8,2.7,0.44,6.5,348,5.7024,33.3409274123,2010.7589041096
"1452","Motorola","Bravo",4.59,4.31,2.48,0.52,6.8,238,5.558176,26.8028461469,2010.7616438356
"1456","Palm","Pre 2 (GSM)",5.1,3.96,2.35,0.67,5,350,6.23502,33.0833117189,2010.7643835616
"1483","Motorola","Cliq 2",6.25,4.58,2.35,0.58,7.9,312,6.24254,28.1367920375,2010.7643835616
"1447","Samsung","Nexus S",4.55,4.88,2.48,0.43,6.7,427,5.204032,47.2112455649,2010.7698630137
"1409","LG","Thrive / Phoenix",4.58,4.47,2.32,0.53,7.5,480,5.496312,51.3580762485,2010.7780821918
"1445","Motorola","Defy",4.16,4.21,2.32,0.53,6.7,400,5.176616,46.4300984425,2010.7863013699
"1459","Huawei","Impulse 4G / 8800",4.41,4.72,2.56,0.46,4,240,5.558272,26.0827553662,2010.8
"1460","Palm","Pre 2 (CDMA)",5.11,3.96,2.35,0.67,5.5,350,6.23502,33.2745116359,2010.8
"1500","HTC","Arrive / 7 Pro (CDMA)",6.5,4.63,2.32,0.61,6,1500,6.552376,117.2200371794,2010.8164383562
"1461","Huawei","M735",3.7,4.13,2.22,0.45,6.5,350,4.12587,48.8763549612,2010.8191780822
"1463","Dell","Venue Pro",6.8,4.8,2.5,0.6,7,336,7.2,26.5,2010.8383561644
"1446","Pantech","Caper",3.5,4.4,2.4,0.5,4.5,401,5.28,48.2346241458,2010.8438356164
"1466","Sanyo","Taho by Kyocera",4.7,4,2,0.94,6.1,1050,7.52,88.4206219313,2010.8547945206
"1467","Kyocera","S2100 Luno",3,3.7,1.9,0.7,4.2,300,4.921,40.5251862139,2010.8547945206
"1469","Nokia","E7-00",6.21,4.87,2.46,0.54,5,470,6.469308,39.0399854629,2010.8712328767
"1471","LG","Saber / LG200",3.56,4.51,2.35,0.52,3,200,5.51122,23.7013323456,2010.8794520548
"1472","Casio","G'zOne Commando",5.4,5.1,2.6,0.6,7.5,270,7.956,23.0233602875,2010.8821917808
"1443","HTC","EVO Shift 4G",5.87,4.6,2.31,0.61,6,1500,6.48186,123.867984255,2010.8849315069
"1552","Pantech","Crossover",5.15,4.45,2.28,0.56,5,360,5.68176,35.5436235663,2010.9397260274
"1465","Samsung","SGH-T259",3.25,3.87,1.93,0.68,4.5,300,5.078988,38.720190256,2010.9917808219
"1481","HTC","Inspire 4G",5.78,4.8,2.68,0.46,6,372,5.91744,34.3664938653,2010.9917808219
"1489","Apple","iPhone 4 (CDMA)",4.8,4.5,2.31,0.37,7,300,3.84615,38.745568837,2011.0301369863
"1491","Samsung","Galaxy S 4G",4.16,4.82,2.54,0.39,6.5,400,4.774692,48.4068169334,2011.0493150685
"1468","Samsung","Factor",3.2,3.8,1.9,0.7,4.5,800,5.054,99.6486551975,2011.0547945206
"1480","Motorola","Atrix 4G",4.77,4.64,2.5,0.45,9,250,5.22,29.5295295295,2011.0547945206
"1492","Samsung","Galaxy Indulge R910 / Indulge R915",5.4,4.6,2.41,0.62,3,300,6.87332,25.6654271216,2011.095890411
"1473","HTC","Droid Incredible 2",4.77,4.75,2.52,0.48,6.5,361,5.7456,37.4205941649,2011.098630137
"1464","HTC","ThunderBolt",5.78,4.8,2.6,0.52,6.3,312,6.4896,27.9960226902,2011.104109589
"1509","Motorola","Clutch + i475",3.53,4.23,2.31,0.64,4.8,100,6.253632,12.6742297748,2011.104109589
"1493","Huawei","M835",3.88,4.09,2.15,0.53,4,210,4.660555,26.9303341528,2011.1123287671
"1495","HP","Veer",3.63,3.31,2.15,0.59,5,300,4.198735,41.5137311456,2011.1150684932
"1497","Motorola","Droid X2",5.47,5,2.58,0.39,8,220,5.031,24.7595467098,2011.1315068493
"1548","HTC","Trophy (CDMA)",4.94,4.67,2.42,0.47,5,360,5.311658,37.5549008755,2011.1506849315
"1486","Samsung","Droid Charge",5.06,5.1,2.67,0.46,11,280,6.26382,29.5836563986,2011.1643835616
"1504","Sony","Ericsson Xperia Play 4G (GSM)",6.17,4.68,2.44,0.63,6.4,425,7.194096,34.1961027517,2011.1643835616
"1506","Samsung","Dart",3.8,4.09,2.39,0.48,8,330,4.692048,43.570172943,2011.1671232877
"1507","ZTE","Z221",3.24,3.76,1.92,0.73,3,8,5.270016,2.7026976213,2011.1671232877
"1508","ZTE","Z331",4,3.84,2.02,0.69,3,200,5.352192,22.9892628381,2011.1671232877
"1476","Samsung","Trender",4,4.2,2.2,0.6,5,1000,5.544,107.3973176865,2011.1698630137
"1482","Sony","Ericsson Xperia arc",4.13,4.92,2.48,0.34,7,400,4.148544,52.5454717641,2011.1726027397
"1485","LG","Revolution",6.08,5.03,2.63,0.52,7.3,335,6.879028,28.6672735023,2011.1835616438
"1558","Motorola","Triumph",5.04,4.8,2.6,0.39,8.3,300,4.8672,34.469880491,2011.1863013699
"1575","Pantech","Pursuit II",4.48,3.98,2.4,0.59,3,250,5.63568,26.1969536403,2011.1863013699
"1515","ZTE","Memo",3.9,4.53,2.36,0.55,5,400,5.87994,43.4562993229,2011.1890410959
"1519","Samsung","Sidekick 4G",5.7,5,2.42,0.6,6.5,456,7.26,37.6929012346,2011.1890410959
"1478","Samsung","Infuse 4G",4.9,5.2,2.8,0.35,8,400,5.096,44.0176070428,2011.1917808219
"1516","Sharp","FX Plus",5.29,4.72,2.35,0.54,3,250,5.98968,23.4935742858,2011.1917808219
"1517","Motorola","Titanium",5.2,4.71,2.44,0.53,6.8,235,6.090972,23.8243439095,2011.2
"1518","Motorola","i412",3.72,3.8,1.93,0.79,3.4,96,5.79386,11.8774083285,2011.2
"1490","Samsung","Galaxy Prevail / Precedent",3.8,4.43,2.26,0.47,6.5,1500,4.705546,180.1765577424,2011.2082191781
"1487","Samsung","Replenish",4.1,4.84,2.36,0.45,5.4,217,5.14008,26.4066977775,2011.2191780822
"1488","LG","Thrill 4G / Optimus 3D",5.9,5.07,2.67,0.47,6,312,6.362343,27.8902653433,2011.2219178082
"1547","Motorola","Theory",3.88,4.41,2.38,0.49,5,480,5.142942,55.9684413354,2011.2246575343
"1498","LG","G2x / Optimus 2x",5,4.88,2.48,0.43,7,288,5.204032,31.6541539658,2011.2301369863
"1522","Pantech","Breeze III",3.6,3.9,2.02,0.74,5,336,5.82972,38.2832151962,2011.2438356164
"1595","LG","Envoy",3.39,3.76,1.94,0.7,6,480,5.10608,60.0276833551,2011.2465753425
"1505","Sony","Ericsson Xperia Play (CDMA)",6.17,4.68,2.44,0.63,7.7,413,7.194096,33.784552281,2011.2493150685
"1523","LG","Cosmos 2",4.58,4.41,2.06,0.63,6.2,818,5.723298,82.4008002098,2011.2493150685
"1512","Samsung","Nexus S 4G",4.62,4.88,2.48,0.44,6,1500,5.325056,153.8452875479,2011.2684931507
"1526","HTC","Wildfire S (GSM)",3.7,4.1,2.34,0.49,5.8,570,4.70106,71.3005263621,2011.2767123288
"1475","Samsung","Exhibit 4G",4.21,4.67,2.33,0.46,6.5,350,5.005306,41.507031888,2011.2876712329
"1496","Samsung","Convoy 2",3.9,3.89,2.01,0.85,6.5,450,6.646065,45.7516618758,2011.2876712329
"1534","Huawei","Pinnacle",3.53,4.33,2.4,0.51,4,250,5.29992,30.57785348,2011.304109589
"1502","Samsung","Freeform III / Comment",3.35,4.41,2.4,0.43,3.3,300,4.55112,40.0576120854,2011.3068493151
"1514","Samsung","Character",4.23,4.2,2.18,0.58,5,288,5.31048,32.8075736231,2011.3178082192
"1501","LG","Revere",3.42,3.78,1.95,0.72,7,630,5.30712,76.1992501535,2011.3232876712
"1510","Samsung","Conquer 4G",4.1,4.57,2.38,0.46,6,230,5.003236,28.5612720575,2011.3260273973
"1531","HTC","Sensation 4G",5.2,5,2.6,0.44,8,504,5.72,49.8168498168,2011.3397260274
"1513","Samsung","Gravity Smart",4.58,4.48,2.31,0.55,5.5,364,5.69184,38.1139114316,2011.3589041096
"1678","Alcatel","One Touch 665",2.72,3.78,1.89,0.66,9,400,4.715172,59.8506665347,2011.3616438356
"1533","HTC","Status",4.32,4.49,2.54,0.42,6.5,398,4.789932,47.2561156329,2011.3726027397
"1546","Huawei","Ascend II",4.1,4.6,2.4,0.5,3.7,300,5.52,33.1081081081,2011.3726027397
"1511","Pantech","Jest 2 / Verse",4.1,3.7,2.6,0.6,4.9,322,5.772,35.0992706645,2011.3753424658
"1532","Kyocera","Presto S1350",2.65,4.49,1.79,0.54,3.3,200,4.340034,30.972667658,2011.3780821918
"1549","Huawei","Pillar",3.53,4.33,2.4,0.52,4.5,240,5.40384,29.3826618789,2011.3835616438
"1528","Pantech","Hotshot",3.2,4.67,2.35,0.5,5.1,346,5.48725,42.7638205416,2011.4
"1520","HTC","myTouch 4G Slide",6.5,4.8,2.4,0.52,9,312,5.9904,28.5819509383,2011.4164383562
"1525","HTC","EVO V 4G / EVO 3D (CDMA)",6,4.96,2.56,0.47,6,300,5.967872,27.573824319,2011.4191780822
"1524","Samsung","Brightside",4.3,4.37,2.37,0.56,6.5,350,5.799864,37.8717970856,2011.4410958904
"1527","LG","DoublePlay",6.7,4.8,2.5,0.63,3,264,7.56,19.5652173913,2011.4520547945
"1541","HTC","EVO Design 4G / Hero S (CDMA)",5.22,4.78,2.44,0.46,7.3,456,5.365072,46.5277893244,2011.4547945206
"1574","Motorola","Droid 3",6.49,4.85,2.52,0.51,9.2,300,6.23322,27.1943737513,2011.4547945206
"1540","ZTE","Avail / Merit",4.48,4.57,2.46,0.5,5,225,5.6211,24.749779727,2011.4575342466
"1535","LG","Enlighten / Optimus Slider / Optimus Zip",5.54,4.5,2.3,0.58,6,550,6.003,50.2469028849,2011.4602739726
"1559","Casio","G'zOne Ravine 2",4.85,4.33,1.99,0.83,4.7,506,7.151861,44.118158009,2011.4602739726
"1560","Huawei","U2800",2.65,4.37,1.85,0.57,4.4,461,4.608165,66.5457453778,2011.4602739726
"1503","Samsung","Admire / Vitality",4.09,4.6,2.41,0.46,3,200,5.09956,23.3961147215,2011.4739726027
"1572","LG","Marquee / Ignite",3.95,4.8,2.52,0.36,5.5,1500,4.35456,183.9350910825,2011.495890411
"1573","Motorola","Droid Bionic",5.6,5,2.63,0.43,10.8,200,5.6545,22.5687502777,2011.498630137
"1529","Samsung","Gravity TXT",3.95,4.41,2.09,0.55,6.5,450,5.069295,53.4964207291,2011.5150684932
"1557","Motorola","Photon 4G / Electrify",5.57,5,2.63,0.48,10,199,6.312,20.956068002,2011.5150684932
"1539","BlackBerry","Bold 9930",4.59,4.53,2.6,0.41,6.6,307,4.82898,36.0973268868,2011.5260273973
"1577","LG","Esteem",6.06,5.03,2.63,0.53,3.5,200,7.011317,16.6394862889,2011.5260273973
"1589","BlackBerry","Torch 9810",5.68,4.37,2.44,0.57,5.9,295,6.077796,27.5987098262,2011.5369863014
"1538","BlackBerry","Bold 9900",4.59,4.53,2.6,0.41,5.9,307,4.82898,35.7257367571,2011.5479452055
"1581","Huawei","Express",4.76,4.47,2.47,0.46,6,1500,5.078814,155.506547842,2011.5561643836
"1543","Samsung","Galaxy S II: Epic 4G Touch",4.55,5.1,2.7,0.38,8.7,253,5.2326,30.3089158301,2011.5671232877
"1521","Samsung","Transform Ultra",4.9,4.5,2.4,0.55,7,1500,5.94,141.6051660517,2011.5698630137
"1608","HTC","Wildfire S (CDMA)",3.7,3.99,2.34,0.49,5.8,570,4.574934,72.3872842974,2011.5698630137
"1584","Samsung","Galaxy S II / SGH-i777",4.3,4.96,2.6,0.35,8,400,4.5136,49.9228465099,2011.5726027397
"1585","BlackBerry","Torch 9850",4.76,4.72,2.44,0.45,6.8,322,5.18256,35.8056677556,2011.5726027397
"1586","BlackBerry","Torch 9860",4.76,4.72,2.44,0.45,6.8,322,5.18256,35.8056677556,2011.5726027397
"1576","LG","Extravert",4.3,4.13,2.09,0.62,5.8,550,5.351654,59.9897178245,2011.5753424658
"1587","Kyocera","Brio",3.7,4.47,2.37,0.57,4.7,870,6.038523,91.7490260073,2011.5753424658
"1588","ZTE","Chorus",3.7,4.35,2.23,0.58,4.2,220,5.62629,25.8409292441,2011.5835616438
"1553","Pantech","Link II",3.3,4.56,2.4,0.39,3,250,4.26816,35.0151159595,2011.602739726
"1565","ZTE","Score M / Score",4.8,4.4,2.5,0.54,4,250,5.94,25.1396648045,2011.602739726
"1604","Kyocera","Milano / Jitterbug Touch",5.57,4.13,2.4,0.67,7.7,1490,6.64104,125.1736133859,2011.6054794521
"1561","Samsung","Captivate Glide",5.2,4.88,2.55,0.51,8,400,6.34644,38.1069836244,2011.6082191781
"1555","Kyocera","DuraMax",5.08,4,2.11,1,8.1,1360,8.44,103.5872781065,2011.6109589041
"1566","BlackBerry","Curve 9370",3.49,4.29,2.36,0.43,5.5,348,4.353492,47.8740846552,2011.6109589041
"1583","Kyocera","DuraCore",4.44,3.88,1.96,0.94,8.1,1360,7.148512,120.8524442137,2011.6109589041
"1592","BlackBerry","Curve 9350",3.49,4.29,2.36,0.43,5.5,348,4.353492,47.8740846552,2011.6109589041
"1690","Kyocera","DuraXT / DuraPro",5.3,4,2.1,1.1,8.1,1360,9.24,96.3204951857,2011.6109589041
"1530","Pantech","Breakout",4.87,5,2.54,0.47,5.8,300,5.969,30.3533536304,2011.6136986301
"1590","HTC","Rhyme",4.77,4.6,2.4,0.4,7.3,410,4.416,48.6065752232,2011.6136986301
"1591","HTC","Amaze 4G",6.1,5.12,2.58,0.46,6,264,6.076416,24.1450357806,2011.6219178082
"1593","BlackBerry","Curve 9360",3.49,4.29,2.36,0.43,5,288,4.353492,39.9056950654,2011.6219178082
"1594","LG","Xpression",4.59,4.24,2.13,0.66,3.3,240,5.960592,24.3114320031,2011.6246575343
"1545","Samsung","Transfix",4.4,4.47,2.26,0.58,6.5,250,5.859276,27.5360561506,2011.6301369863
"1551","Pantech","Pocket",4.41,4.5,3,0.44,3,250,5.94,25.6038647343,2011.6328767123
"1578","Samsung","Illusion / Proclaim",4.2,4.51,2.37,0.47,4.3,250,5.023689,29.4350774403,2011.6328767123
"1601","Huawei","Fusion",4.13,4.57,2.38,0.47,6.6,390,5.112002,45.7693040967,2011.6438356164
"1710","PCD","Chaser",4.2,4.5,2.25,0.52,5.8,199,5.265,24.088748019,2011.6438356164
"1569","Samsung","Galaxy S II / SGH-T989",4.77,5.11,2.71,0.37,7,167,5.123797,20.4168328903,2011.6493150685
"1602","Motorola","Admiral",4.71,4.68,2.44,0.48,9,79,5.481216,12.1673409729,2011.6520547945
"1556","LG","Spectrum",4.99,5.33,2.71,0.42,8.3,348,6.066606,35.227808606,2011.6602739726
"1571","LG","myTouch Q",5.64,4.76,2.5,0.51,3.3,280,6.069,25.3224015714,2011.6657534247
"1600","ZTE","Warp",4.93,5.1,2.7,0.45,5,225,6.1965,22.4688806004,2011.6657534247
"1563","Samsung","Galaxy S II Skyrocket",4.71,5.12,2.72,0.35,7,250,4.87424,29.7363171206,2011.6684931507
"1598","HTC","Titan",5.64,5.14,2.78,0.39,4,336,5.572788,31.7494632022,2011.6684931507
"1564","Samsung","Stratosphere / Galaxy Metrix 4G",5.8,4.96,2.54,0.55,8,212,6.92912,19.7971265885,2011.6821917808
"1605","Samsung","Exhibit II 4G / Galaxy Exhibit 4G",4,4.54,2.35,0.45,5.5,360,4.80105,44.0288374683,2011.6876712329
"1579","HTC","Rezound",5.78,5.1,2.6,0.54,6.7,261,7.1604,22.7581836728,2011.6904109589
"1580","Samsung","Repp",3.72,4.35,2.26,0.48,8,300,4.71888,40.2897066909,2011.698630137
"1615","Motorola","Atrix 2",5.23,4.95,2.59,0.41,8.5,382,5.256405,40.4809846654,2011.7068493151
"1567","Samsung","Focus S",3.9,4.96,2.63,0.33,6.5,250,4.304784,34.431131886,2011.7095890411
"1536","Samsung","DoubleTime",5.22,4.45,2.44,0.59,6,250,6.40622,24.0834940333,2011.7178082192
"1596","HTC","Radar",4.83,4.7,2.4,0.43,7.7,575,4.8504,63.3754803521,2011.7178082192
"1570","LG","myTouch",3.7,4.82,2.46,0.39,4,313,4.624308,40.0033252013,2011.7287671233
"1544","HTC","Vivid",6.21,5.07,2.64,0.44,7.6,293,5.889312,27.3569274022,2011.7452054795
"1654","Alcatel","Venture / One Touch Premiere",4.3,4.66,2.28,0.48,4,300,5.099904,34.0429008637,2011.7479452055
"1609","Apple","iPhone 4S",4.9,4.5,2.31,0.37,8,200,3.84615,27.4406453125,2011.7589041096
"1562","Huawei","Mercury",4.9,4.8,2.4,0.5,6.5,380,5.76,38.6960600375,2011.7616438356
"1610","LG","Rumor Reflex / Freedom / Converse",4.7,4.2,2.1,0.6,5.3,1000,5.292,102.7321857486,2011.7643835616
"1582","Samsung","Focus Flash",4.1,4.57,2.31,0.43,6.5,240,4.539381,31.5416116039,2011.7671232877
"1568","Samsung","M370",3.7,3.8,1.97,0.7,5.4,1000,5.2402,114.8743875976,2011.7753424658
"1554","LG","Nitro HD",4.5,5.27,2.67,0.41,3,252,5.769069,26.0004095795,2011.7780821918
"1616","Motorola","Droid RAZR",4.48,5.15,2.71,0.28,12.5,204,3.90782,31.7722602536,2011.797260274
"1637","Motorola","Droid RAZR MAXX",5.11,5.15,2.71,0.35,21.5,380,4.884775,48.775485191,2011.797260274
"1617","Nokia","Lumia 710",4.42,4.68,2.45,0.5,7,384,5.733,41.2685905644,2011.8136986301
"1537","ZTE","Adamant",3.3,4.3,2.4,0.5,4,221,5.16,28.4869976359,2011.8383561644
"1612","BlackBerry","Bold 9790",3.77,4.33,2.36,0.45,5.3,408,4.59846,51.9211420022,2011.8575342466
"1614","BlackBerry","Curve 9380",3.46,4.29,2.36,0.44,5.8,360,4.454736,49.1488282111,2011.8630136986
"1599","Samsung","Galaxy Nexus (LTE)",5.13,5.33,2.67,0.37,12,150,5.265507,20.2010349279,2011.8739726027
"1607","LG","Connect 4G",4.83,4.59,2.45,0.46,4.5,250,5.17293,27.2420180887,2011.8739726027
"1622","ZTE","Z431",3.52,4.49,2.39,0.41,4.5,300,4.399751,40.7209772125,2011.8904109589
"1636","Motorola","Droid 4",6.31,5,2.65,0.5,12.5,204,6.625,20.6030150754,2011.9287671233
"1623","ZTE","Fury",4.94,4.65,2.46,0.47,8,1500,5.37633,149.2778924288,2011.9315068493
"1597","Pantech","Burst",4.32,4.98,2.46,0.45,4.5,240,5.51286,26.6962002917,2011.9561643836
"1550","Samsung","Galaxy Attain 4G",4.2,4.57,2.38,0.46,3.3,200,5.003236,23.5243342668,2011.9698630137
"1689","Pantech","Swift",6.26,4.29,2.22,0.58,3,240,5.523804,21.6398711316,2011.9726027397
"1618","Huawei","Activa 4G",4.93,4.8,2.42,0.42,3.3,115,4.87872,13.4064383528,2012.0136986301
"1632","Samsung","Galaxy S Aviator",5,5.11,2.66,0.46,6.5,312,6.252596,30.6151576045,2012.0164383562
"1621","LG","Viper",5,4.59,2.44,0.46,7,1700,5.151816,170.9053828399,2012.0246575343
"1611","Samsung","Rugby Smart",4.2,4.93,2.6,0.35,8,400,4.4863,50.654478892,2012.0273972603
"1613","LG","A340",3.56,4.02,2.05,0.67,3,240,5.52147,28.0791545862,2012.0301369863
"1628","LG","Optimus Elite / Optimus M+ / Optimus Plus / Optimus Quest",4.25,4.58,2.47,0.39,7.3,1300,4.411914,154.2961520976,2012.0493150685
"1638","Kyocera","DuraPlus",6.67,5.28,2.17,0.93,9.5,1650,10.655568,97.9765858181,2012.0520547945
"1620","Samsung","Galaxy Note",6.28,5.78,3.27,0.38,10,250,7.182228,22.2845728062,2012.0547945206
"1639","LG","Lucid",5,4.69,2.45,0.45,8,850,5.170725,87.5060529117,2012.0547945206
"1627","Samsung","Galaxy Appeal",4.3,4.41,2.27,0.56,12.5,168,5.605992,23.2687448163,2012.0739726027
"1635","HTC","Titan II",6.3,5.2,2.7,0.4,4.3,293,5.616,26.3930849278,2012.0739726027
"1640","Sony","Xperia S",5.1,5,2.5,0.4,8.5,420,5,45.7920792079,2012.0739726027
"1624","Samsung","Gusto 2",3.53,3.82,1.93,0.75,7,360,5.52945,43.6008808482,2012.0821917808
"1603","Samsung","Jitterbug Plus",3.76,3.86,2.01,0.77,3.1,600,5.974122,63.2311779121,2012.0849315069
"1625","Samsung","Galaxy S Blaze 4G",4.51,4.8,2.48,0.46,7,230,5.47584,26.5375772093,2012.0849315069
"1643","Samsung","SGH-A157",2.99,3.83,1.84,0.65,5,240,4.58068,35.0034607195,2012.1287671233
"1626","Samsung","Galaxy Exhilarate",4.59,4.8,2.48,0.46,7,250,5.47584,28.3135833671,2012.1506849315
"1645","ZTE","Groove",4.5,4.67,2.46,0.55,5,300,6.31851,30.0411054757,2012.1506849315
"1641","Samsung","Intensity III",4.06,4.41,2.12,0.57,5,312,5.329044,35.8928981481,2012.1616438356
"1633","Nokia","Lumia 900",5.6,5.03,2.7,0.45,7,300,6.11145,28.6044853541,2012.1643835616
"1647","HTC","One X",4.75,5.3,2.75,0.38,8.5,302,5.5385,33.4839869757,2012.1643835616
"1652","Huawei","Prism / Summit",4.41,4.58,2.37,0.48,6.5,400,5.210208,44.9574479055,2012.1780821918
"1653","HTC","Droid Incredible 4G LTE",4.66,4.82,2.4,0.46,9.6,447,5.32128,49.5928377923,2012.1835616438
"1619","Samsung","Galaxy S Lightray 4G",5.01,5.11,2.66,0.46,3.3,199,6.252596,19.1341321308,2012.197260274
"1648","HTC","One S",4.2,5.15,2.56,0.31,10.5,317,4.08704,44.5876935552,2012.197260274
"1657","ZTE","Engage",5.11,4.77,2.51,0.43,8.3,600,5.148261,62.5349657218,2012.2
